Epoch 0:  loss = 18.7587,  acc = 0.5526,  val_loss = 14.9284,  val_acc = 0.5803 
Epoch 1:  loss = 11.8898,  acc = 0.7117,  val_loss = 9.7094,  val_acc = 0.6415 
Epoch 2:  loss = 7.7212,  acc = 0.7705,  val_loss = 6.8959,  val_acc = 0.5621 
Epoch 3:  loss = 5.1614,  acc = 0.7993,  val_loss = 4.6544,  val_acc = 0.6591 
Epoch 4:  loss = 3.5759,  acc = 0.8241,  val_loss = 3.4674,  val_acc = 0.6670 
Epoch 5:  loss = 2.5971,  acc = 0.8392,  val_loss = 2.7911,  val_acc = 0.6513 
Epoch 6:  loss = 1.9989,  acc = 0.8518,  val_loss = 2.2983,  val_acc = 0.6729 
Epoch 7:  loss = 1.6313,  acc = 0.8633,  val_loss = 2.0028,  val_acc = 0.6905 
Epoch 8:  loss = 1.4133,  acc = 0.8684,  val_loss = 2.8626,  val_acc = 0.4453 
Epoch 9:  loss = 1.2931,  acc = 0.8722,  val_loss = 2.1945,  val_acc = 0.5786 
Epoch 10:  loss = 1.2064,  acc = 0.8835,  val_loss = 1.8017,  val_acc = 0.6671 
Epoch 11:  loss = 1.1659,  acc = 0.8854,  val_loss = 1.7175,  val_acc = 0.6911 
Epoch 12:  loss = 1.1327,  acc = 0.8901,  val_loss = 1.9916,  val_acc = 0.5864 
Epoch 13:  loss = 1.0956,  acc = 0.9000,  val_loss = 1.6697,  val_acc = 0.7012 
Epoch 14:  loss = 1.0842,  acc = 0.9031,  val_loss = 2.4447,  val_acc = 0.5034 
Epoch 15:  loss = 1.0704,  acc = 0.9075,  val_loss = 2.1183,  val_acc = 0.5810 
Epoch 16:  loss = 1.0492,  acc = 0.9143,  val_loss = 1.8445,  val_acc = 0.6378 
Epoch 17:  loss = 1.0516,  acc = 0.9140,  val_loss = 1.9045,  val_acc = 0.6368 
Epoch 18:  loss = 1.0422,  acc = 0.9181,  val_loss = 1.7311,  val_acc = 0.6761 
Epoch 19:  loss = 1.0303,  acc = 0.9223,  val_loss = 1.6935,  val_acc = 0.6989 
Epoch 20:  loss = 1.0309,  acc = 0.9229,  val_loss = 1.7522,  val_acc = 0.6810 
Epoch 21:  loss = 1.0076,  acc = 0.9279,  val_loss = 1.9226,  val_acc = 0.6196 
Epoch 22:  loss = 1.0199,  acc = 0.9246,  val_loss = 1.8535,  val_acc = 0.6513 
Epoch 23:  loss = 1.0181,  acc = 0.9291,  val_loss = 1.7584,  val_acc = 0.6761 
Epoch 24:  loss = 1.0024,  acc = 0.9294,  val_loss = 1.9342,  val_acc = 0.6321 
Epoch 25:  loss = 1.0091,  acc = 0.9293,  val_loss = 1.9832,  val_acc = 0.6026 
Epoch 26:  loss = 1.0178,  acc = 0.9266,  val_loss = 2.2609,  val_acc = 0.5369 
Epoch 27:  loss = 0.9842,  acc = 0.9394,  val_loss = 2.2827,  val_acc = 0.5194 
Epoch 28:  loss = 0.9870,  acc = 0.9329,  val_loss = 1.7367,  val_acc = 0.6739 
Epoch 29:  loss = 1.0115,  acc = 0.9285,  val_loss = 1.8925,  val_acc = 0.6528 
Epoch 30:  loss = 0.8926,  acc = 0.9743,  val_loss = 1.2395,  val_acc = 0.8367 
Epoch 31:  loss = 0.7662,  acc = 0.9991,  val_loss = 1.1887,  val_acc = 0.8411 
Epoch 32:  loss = 0.7123,  acc = 0.9998,  val_loss = 1.1393,  val_acc = 0.8439 
Epoch 33:  loss = 0.6676,  acc = 0.9999,  val_loss = 1.1009,  val_acc = 0.8466 
Epoch 34:  loss = 0.6291,  acc = 0.9999,  val_loss = 1.0668,  val_acc = 0.8458 
Epoch 35:  loss = 0.5937,  acc = 0.9999,  val_loss = 1.0409,  val_acc = 0.8464 
Epoch 36:  loss = 0.5625,  acc = 1.0000,  val_loss = 1.0067,  val_acc = 0.8488 
Epoch 37:  loss = 0.5339,  acc = 1.0000,  val_loss = 0.9826,  val_acc = 0.8490 
Epoch 38:  loss = 0.5092,  acc = 1.0000,  val_loss = 0.9645,  val_acc = 0.8492 
Epoch 39:  loss = 0.4871,  acc = 1.0000,  val_loss = 0.9404,  val_acc = 0.8477 
Epoch 40:  loss = 0.4662,  acc = 1.0000,  val_loss = 0.9188,  val_acc = 0.8498 
Epoch 41:  loss = 0.4473,  acc = 1.0000,  val_loss = 0.9080,  val_acc = 0.8481 
Epoch 42:  loss = 0.4310,  acc = 1.0000,  val_loss = 0.8921,  val_acc = 0.8515 
Epoch 43:  loss = 0.4163,  acc = 1.0000,  val_loss = 0.8774,  val_acc = 0.8542 
Epoch 44:  loss = 0.4024,  acc = 1.0000,  val_loss = 0.8644,  val_acc = 0.8534 
Epoch 45:  loss = 0.3904,  acc = 1.0000,  val_loss = 0.8500,  val_acc = 0.8531 
