Epoch 0:  loss = 8.1668,  acc = 0.2963,  val_loss = 8.1837,  val_acc = 0.2830 
Epoch 1:  loss = 7.2274,  acc = 0.7083,  val_loss = 8.0973,  val_acc = 0.3102 
Epoch 2:  loss = 6.9285,  acc = 0.7963,  val_loss = 7.9308,  val_acc = 0.4206 
Epoch 3:  loss = 6.8074,  acc = 0.8657,  val_loss = 7.8353,  val_acc = 0.4722 
Epoch 4:  loss = 6.6825,  acc = 0.9120,  val_loss = 7.7704,  val_acc = 0.4394 
Epoch 5:  loss = 6.5880,  acc = 0.9583,  val_loss = 7.6124,  val_acc = 0.4944 
Epoch 6:  loss = 6.5146,  acc = 0.9722,  val_loss = 7.6146,  val_acc = 0.4620 
Epoch 7:  loss = 6.4437,  acc = 0.9676,  val_loss = 7.4705,  val_acc = 0.5493 
Epoch 8:  loss = 6.3842,  acc = 0.9907,  val_loss = 7.5634,  val_acc = 0.4800 
Epoch 9:  loss = 6.4041,  acc = 0.9676,  val_loss = 7.3715,  val_acc = 0.5778 
Epoch 10:  loss = 6.3552,  acc = 0.9769,  val_loss = 7.3521,  val_acc = 0.5846 
Epoch 11:  loss = 6.3410,  acc = 0.9861,  val_loss = 7.3205,  val_acc = 0.5702 
Epoch 12:  loss = 6.2509,  acc = 0.9907,  val_loss = 7.2755,  val_acc = 0.5846 
Epoch 13:  loss = 6.2283,  acc = 0.9954,  val_loss = 7.2583,  val_acc = 0.5887 
Epoch 14:  loss = 6.2087,  acc = 1.0000,  val_loss = 7.2756,  val_acc = 0.5798 
Epoch 15:  loss = 6.1955,  acc = 1.0000,  val_loss = 7.3087,  val_acc = 0.5589 
Epoch 16:  loss = 6.1927,  acc = 0.9954,  val_loss = 7.2274,  val_acc = 0.5963 
Epoch 17:  loss = 6.1710,  acc = 1.0000,  val_loss = 7.2182,  val_acc = 0.5954 
Epoch 18:  loss = 6.1599,  acc = 1.0000,  val_loss = 7.2021,  val_acc = 0.5993 
Epoch 19:  loss = 6.1327,  acc = 1.0000,  val_loss = 7.1984,  val_acc = 0.6015 
Epoch 20:  loss = 6.1322,  acc = 1.0000,  val_loss = 7.2363,  val_acc = 0.5870 
Epoch 21:  loss = 6.1320,  acc = 0.9907,  val_loss = 7.4855,  val_acc = 0.5237 
Epoch 22:  loss = 6.1573,  acc = 0.9769,  val_loss = 7.2203,  val_acc = 0.5778 
Epoch 23:  loss = 6.1056,  acc = 1.0000,  val_loss = 7.2036,  val_acc = 0.5891 
Epoch 24:  loss = 6.0895,  acc = 1.0000,  val_loss = 7.2049,  val_acc = 0.5856 
Epoch 25:  loss = 6.0847,  acc = 1.0000,  val_loss = 7.1828,  val_acc = 0.5913 
Epoch 26:  loss = 6.0721,  acc = 1.0000,  val_loss = 7.1549,  val_acc = 0.5976 
Epoch 27:  loss = 6.0512,  acc = 1.0000,  val_loss = 7.1644,  val_acc = 0.5972 
Epoch 28:  loss = 6.0614,  acc = 0.9954,  val_loss = 7.4221,  val_acc = 0.5300 
Epoch 29:  loss = 6.0807,  acc = 0.9861,  val_loss = 7.1435,  val_acc = 0.6035 
Epoch 30:  loss = 6.0512,  acc = 1.0000,  val_loss = 7.1429,  val_acc = 0.6026 
Epoch 31:  loss = 6.0395,  acc = 1.0000,  val_loss = 7.1425,  val_acc = 0.6031 
Epoch 32:  loss = 6.0383,  acc = 1.0000,  val_loss = 7.1420,  val_acc = 0.6035 
Epoch 33:  loss = 6.0378,  acc = 1.0000,  val_loss = 7.1485,  val_acc = 0.6004 
Epoch 34:  loss = 6.0350,  acc = 1.0000,  val_loss = 7.1493,  val_acc = 0.5983 
Epoch 35:  loss = 6.0301,  acc = 1.0000,  val_loss = 7.1462,  val_acc = 0.6024 
Epoch 36:  loss = 6.0344,  acc = 1.0000,  val_loss = 7.1447,  val_acc = 0.6013 
Epoch 37:  loss = 6.0264,  acc = 1.0000,  val_loss = 7.1444,  val_acc = 0.6017 
Epoch 38:  loss = 6.0345,  acc = 1.0000,  val_loss = 7.1405,  val_acc = 0.6041 
Epoch 39:  loss = 6.0229,  acc = 1.0000,  val_loss = 7.1402,  val_acc = 0.6022 
Epoch 40:  loss = 6.0207,  acc = 1.0000,  val_loss = 7.1412,  val_acc = 0.6013 
Epoch 41:  loss = 6.0420,  acc = 0.9954,  val_loss = 7.1404,  val_acc = 0.6037 
Epoch 42:  loss = 6.0249,  acc = 1.0000,  val_loss = 7.1393,  val_acc = 0.6006 
Epoch 43:  loss = 6.0122,  acc = 1.0000,  val_loss = 7.1363,  val_acc = 0.6031 
Epoch 44:  loss = 6.0298,  acc = 1.0000,  val_loss = 7.1387,  val_acc = 0.6015 
Epoch 45:  loss = 6.0155,  acc = 1.0000,  val_loss = 7.1391,  val_acc = 0.5991 
Epoch 46:  loss = 6.0400,  acc = 0.9954,  val_loss = 7.1401,  val_acc = 0.5898 
Epoch 47:  loss = 6.0115,  acc = 0.9954,  val_loss = 7.1318,  val_acc = 0.5965 
