Epoch 0:  loss = 6.5247,  acc = 0.7030,  val_loss = 6.1666,  val_acc = 0.7585 
Epoch 1:  loss = 5.1223,  acc = 0.9277,  val_loss = 5.1600,  val_acc = 0.7559 
Epoch 2:  loss = 4.2582,  acc = 0.9834,  val_loss = 4.5055,  val_acc = 0.7578 
Epoch 3:  loss = 3.5839,  acc = 0.9980,  val_loss = 3.9035,  val_acc = 0.7772 
Epoch 4:  loss = 3.0371,  acc = 0.9998,  val_loss = 3.7304,  val_acc = 0.6908 
Epoch 5:  loss = 2.5965,  acc = 0.9993,  val_loss = 3.0300,  val_acc = 0.7801 
Epoch 6:  loss = 2.2137,  acc = 0.9999,  val_loss = 2.7219,  val_acc = 0.7718 
Epoch 7:  loss = 1.8983,  acc = 1.0000,  val_loss = 2.4266,  val_acc = 0.7718 
Epoch 8:  loss = 1.6322,  acc = 0.9998,  val_loss = 2.2712,  val_acc = 0.7503 
Epoch 9:  loss = 1.4187,  acc = 0.9991,  val_loss = 2.2562,  val_acc = 0.6902 
Epoch 10:  loss = 1.2517,  acc = 0.9986,  val_loss = 1.9247,  val_acc = 0.7447 
Epoch 11:  loss = 1.0819,  acc = 0.9996,  val_loss = 1.7561,  val_acc = 0.7536 
Epoch 12:  loss = 0.9439,  acc = 1.0000,  val_loss = 1.8436,  val_acc = 0.6922 
Epoch 13:  loss = 0.8543,  acc = 0.9988,  val_loss = 1.8044,  val_acc = 0.6730 
Epoch 14:  loss = 0.7775,  acc = 0.9969,  val_loss = 3.0288,  val_acc = 0.5246 
Epoch 15:  loss = 0.8525,  acc = 0.9669,  val_loss = 2.6239,  val_acc = 0.5039 
Epoch 16:  loss = 0.7557,  acc = 0.9871,  val_loss = 1.4458,  val_acc = 0.7428 
Epoch 17:  loss = 0.6328,  acc = 0.9998,  val_loss = 1.3868,  val_acc = 0.7420 
Epoch 18:  loss = 0.5649,  acc = 0.9996,  val_loss = 2.9393,  val_acc = 0.4691 
Epoch 19:  loss = 0.5669,  acc = 0.9946,  val_loss = 1.4451,  val_acc = 0.7027 
Epoch 20:  loss = 0.4991,  acc = 0.9991,  val_loss = 1.3236,  val_acc = 0.7256 
Epoch 21:  loss = 0.4588,  acc = 0.9997,  val_loss = 1.4861,  val_acc = 0.6683 
Epoch 22:  loss = 0.4651,  acc = 0.9956,  val_loss = 3.8567,  val_acc = 0.4085 
Epoch 23:  loss = 0.5668,  acc = 0.9746,  val_loss = 1.6942,  val_acc = 0.6404 
Epoch 24:  loss = 0.5197,  acc = 0.9884,  val_loss = 1.1547,  val_acc = 0.7694 
Epoch 25:  loss = 0.4426,  acc = 0.9996,  val_loss = 2.7572,  val_acc = 0.5919 
Epoch 26:  loss = 0.4376,  acc = 0.9956,  val_loss = 2.2434,  val_acc = 0.5468 
Epoch 27:  loss = 0.4305,  acc = 0.9968,  val_loss = 1.5748,  val_acc = 0.6614 
Epoch 28:  loss = 0.4066,  acc = 0.9985,  val_loss = 1.2002,  val_acc = 0.7460 
Epoch 29:  loss = 0.3758,  acc = 0.9999,  val_loss = 1.5888,  val_acc = 0.6489 
Epoch 30:  loss = 0.3853,  acc = 0.9971,  val_loss = 1.0344,  val_acc = 0.7845 
Epoch 31:  loss = 0.3604,  acc = 0.9999,  val_loss = 1.0226,  val_acc = 0.7874 
Epoch 32:  loss = 0.3540,  acc = 0.9999,  val_loss = 1.0183,  val_acc = 0.7882 
Epoch 33:  loss = 0.3493,  acc = 1.0000,  val_loss = 1.0216,  val_acc = 0.7840 
Epoch 34:  loss = 0.3462,  acc = 0.9999,  val_loss = 1.0424,  val_acc = 0.7763 
Epoch 35:  loss = 0.3427,  acc = 1.0000,  val_loss = 1.0114,  val_acc = 0.7867 
Epoch 36:  loss = 0.3395,  acc = 1.0000,  val_loss = 1.0179,  val_acc = 0.7835 
Epoch 37:  loss = 0.3355,  acc = 1.0000,  val_loss = 1.0008,  val_acc = 0.7867 
Epoch 38:  loss = 0.3322,  acc = 1.0000,  val_loss = 1.0061,  val_acc = 0.7886 
Epoch 39:  loss = 0.3290,  acc = 1.0000,  val_loss = 1.0057,  val_acc = 0.7858 
Epoch 40:  loss = 0.3264,  acc = 1.0000,  val_loss = 1.0062,  val_acc = 0.7850 
Epoch 41:  loss = 0.3264,  acc = 1.0000,  val_loss = 1.0604,  val_acc = 0.7693 
Epoch 42:  loss = 0.3257,  acc = 1.0000,  val_loss = 1.0382,  val_acc = 0.7709 
Epoch 43:  loss = 0.3241,  acc = 0.9998,  val_loss = 1.0117,  val_acc = 0.7819 
Epoch 44:  loss = 0.3194,  acc = 1.0000,  val_loss = 0.9941,  val_acc = 0.7886 
Epoch 45:  loss = 0.3154,  acc = 1.0000,  val_loss = 0.9934,  val_acc = 0.7859 
Epoch 46:  loss = 0.3138,  acc = 1.0000,  val_loss = 0.9862,  val_acc = 0.7881 
Epoch 47:  loss = 0.3133,  acc = 1.0000,  val_loss = 1.0657,  val_acc = 0.7651 
Epoch 48:  loss = 0.3107,  acc = 0.9999,  val_loss = 0.9953,  val_acc = 0.7854 
Epoch 49:  loss = 0.3084,  acc = 1.0000,  val_loss = 0.9841,  val_acc = 0.7868 
Epoch 50:  loss = 0.3063,  acc = 1.0000,  val_loss = 0.9854,  val_acc = 0.7861 
Epoch 51:  loss = 0.3048,  acc = 1.0000,  val_loss = 0.9898,  val_acc = 0.7846 
Epoch 52:  loss = 0.3039,  acc = 1.0000,  val_loss = 0.9871,  val_acc = 0.7842 
Epoch 53:  loss = 0.3022,  acc = 1.0000,  val_loss = 0.9832,  val_acc = 0.7830 
Epoch 54:  loss = 0.2994,  acc = 1.0000,  val_loss = 0.9834,  val_acc = 0.7842 
Epoch 55:  loss = 0.2982,  acc = 1.0000,  val_loss = 0.9932,  val_acc = 0.7815 
Epoch 56:  loss = 0.2976,  acc = 0.9999,  val_loss = 0.9750,  val_acc = 0.7874 
Epoch 57:  loss = 0.2965,  acc = 1.0000,  val_loss = 0.9924,  val_acc = 0.7824 
Epoch 58:  loss = 0.2950,  acc = 1.0000,  val_loss = 0.9772,  val_acc = 0.7844 
Epoch 59:  loss = 0.2934,  acc = 1.0000,  val_loss = 1.0020,  val_acc = 0.7782 
Epoch 60:  loss = 0.2937,  acc = 1.0000,  val_loss = 0.9743,  val_acc = 0.7852 
Epoch 61:  loss = 0.2919,  acc = 1.0000,  val_loss = 0.9759,  val_acc = 0.7854 
Epoch 62:  loss = 0.2922,  acc = 1.0000,  val_loss = 0.9738,  val_acc = 0.7857 
Epoch 63:  loss = 0.2953,  acc = 0.9999,  val_loss = 0.9750,  val_acc = 0.7838 
Epoch 64:  loss = 0.2928,  acc = 1.0000,  val_loss = 0.9751,  val_acc = 0.7857 
Epoch 65:  loss = 0.2938,  acc = 1.0000,  val_loss = 0.9776,  val_acc = 0.7824 
Epoch 66:  loss = 0.2936,  acc = 1.0000,  val_loss = 0.9818,  val_acc = 0.7822 
Epoch 67:  loss = 0.2925,  acc = 1.0000,  val_loss = 0.9736,  val_acc = 0.7848 
Epoch 68:  loss = 0.2915,  acc = 1.0000,  val_loss = 0.9719,  val_acc = 0.7857 
Epoch 69:  loss = 0.2910,  acc = 1.0000,  val_loss = 0.9780,  val_acc = 0.7841 
Epoch 70:  loss = 0.2911,  acc = 1.0000,  val_loss = 0.9822,  val_acc = 0.7800 
Epoch 71:  loss = 0.2910,  acc = 1.0000,  val_loss = 0.9730,  val_acc = 0.7854 
Epoch 72:  loss = 0.2897,  acc = 1.0000,  val_loss = 0.9732,  val_acc = 0.7857 
Epoch 73:  loss = 0.2895,  acc = 1.0000,  val_loss = 0.9714,  val_acc = 0.7835 
Epoch 74:  loss = 0.2898,  acc = 1.0000,  val_loss = 0.9707,  val_acc = 0.7866 
Epoch 75:  loss = 0.2892,  acc = 1.0000,  val_loss = 0.9693,  val_acc = 0.7851 
Epoch 76:  loss = 0.2896,  acc = 1.0000,  val_loss = 0.9737,  val_acc = 0.7845 
Epoch 77:  loss = 0.2888,  acc = 1.0000,  val_loss = 0.9699,  val_acc = 0.7855 
Epoch 78:  loss = 0.2905,  acc = 1.0000,  val_loss = 0.9725,  val_acc = 0.7831 
Epoch 79:  loss = 0.2886,  acc = 1.0000,  val_loss = 0.9742,  val_acc = 0.7840 
Epoch 80:  loss = 0.2886,  acc = 1.0000,  val_loss = 0.9699,  val_acc = 0.7852 
Epoch 81:  loss = 0.2883,  acc = 1.0000,  val_loss = 0.9731,  val_acc = 0.7833 
Epoch 82:  loss = 0.2889,  acc = 1.0000,  val_loss = 0.9704,  val_acc = 0.7850 
Epoch 83:  loss = 0.2887,  acc = 1.0000,  val_loss = 0.9705,  val_acc = 0.7856 
Epoch 84:  loss = 0.2882,  acc = 1.0000,  val_loss = 0.9705,  val_acc = 0.7843 
Epoch 85:  loss = 0.2879,  acc = 1.0000,  val_loss = 0.9697,  val_acc = 0.7858 
Epoch 86:  loss = 0.2878,  acc = 1.0000,  val_loss = 0.9722,  val_acc = 0.7836 
Epoch 87:  loss = 0.2897,  acc = 1.0000,  val_loss = 0.9695,  val_acc = 0.7850 
Epoch 88:  loss = 0.2881,  acc = 1.0000,  val_loss = 0.9685,  val_acc = 0.7844 
Epoch 89:  loss = 0.2878,  acc = 1.0000,  val_loss = 0.9712,  val_acc = 0.7839 
Epoch 90:  loss = 0.2875,  acc = 1.0000,  val_loss = 0.9684,  val_acc = 0.7849 
Epoch 91:  loss = 0.2880,  acc = 1.0000,  val_loss = 0.9686,  val_acc = 0.7845 
Epoch 92:  loss = 0.2879,  acc = 1.0000,  val_loss = 0.9702,  val_acc = 0.7855 
Epoch 93:  loss = 0.2875,  acc = 1.0000,  val_loss = 0.9691,  val_acc = 0.7865 
Epoch 94:  loss = 0.2873,  acc = 1.0000,  val_loss = 0.9696,  val_acc = 0.7857 
Epoch 95:  loss = 0.2884,  acc = 1.0000,  val_loss = 0.9684,  val_acc = 0.7851 
Epoch 96:  loss = 0.2884,  acc = 1.0000,  val_loss = 0.9683,  val_acc = 0.7853 
Epoch 97:  loss = 0.2905,  acc = 0.9999,  val_loss = 0.9663,  val_acc = 0.7859 
Epoch 98:  loss = 0.2874,  acc = 1.0000,  val_loss = 0.9688,  val_acc = 0.7840 
Epoch 99:  loss = 0.2881,  acc = 1.0000,  val_loss = 0.9683,  val_acc = 0.7850 
