Epoch 0:  loss = 32.5024,  acc = 0.5128,  val_loss = 31.1675,  val_acc = 0.5868 
Epoch 1:  loss = 29.9631,  acc = 0.6608,  val_loss = 28.8952,  val_acc = 0.6675 
Epoch 2:  loss = 27.6806,  acc = 0.7658,  val_loss = 26.6239,  val_acc = 0.8058 
Epoch 3:  loss = 25.5981,  acc = 0.8402,  val_loss = 24.9312,  val_acc = 0.7373 
Epoch 4:  loss = 23.6994,  acc = 0.8905,  val_loss = 23.7447,  val_acc = 0.6164 
Epoch 5:  loss = 21.9696,  acc = 0.9184,  val_loss = 21.2641,  val_acc = 0.8765 
Epoch 6:  loss = 20.3729,  acc = 0.9395,  val_loss = 19.6216,  val_acc = 0.9445 
Epoch 7:  loss = 18.9260,  acc = 0.9433,  val_loss = 20.5050,  val_acc = 0.4498 
Epoch 8:  loss = 17.5397,  acc = 0.9632,  val_loss = 17.2687,  val_acc = 0.8233 
Epoch 9:  loss = 16.2721,  acc = 0.9741,  val_loss = 16.3815,  val_acc = 0.7430 
Epoch 10:  loss = 15.1321,  acc = 0.9696,  val_loss = 14.9623,  val_acc = 0.8373 
Epoch 11:  loss = 14.0334,  acc = 0.9805,  val_loss = 18.3838,  val_acc = 0.3051 
Epoch 12:  loss = 13.0485,  acc = 0.9768,  val_loss = 13.1432,  val_acc = 0.7931 
Epoch 13:  loss = 12.1053,  acc = 0.9844,  val_loss = 12.0286,  val_acc = 0.8450 
Epoch 14:  loss = 11.2554,  acc = 0.9822,  val_loss = 10.9519,  val_acc = 0.9438 
Epoch 15:  loss = 10.4728,  acc = 0.9778,  val_loss = 10.0709,  val_acc = 0.9862 
Epoch 16:  loss = 9.7057,  acc = 0.9889,  val_loss = 9.8322,  val_acc = 0.8288 
Epoch 17:  loss = 9.0333,  acc = 0.9840,  val_loss = 9.4148,  val_acc = 0.7664 
Epoch 18:  loss = 8.4194,  acc = 0.9759,  val_loss = 8.6917,  val_acc = 0.7895 
Epoch 19:  loss = 7.7982,  acc = 0.9880,  val_loss = 9.0382,  val_acc = 0.5183 
Epoch 20:  loss = 7.2417,  acc = 0.9909,  val_loss = 7.6513,  val_acc = 0.7829 
Epoch 21:  loss = 6.7465,  acc = 0.9854,  val_loss = 7.6948,  val_acc = 0.6374 
Epoch 22:  loss = 6.2715,  acc = 0.9871,  val_loss = 6.3688,  val_acc = 0.8625 
Epoch 23:  loss = 5.8413,  acc = 0.9847,  val_loss = 5.6559,  val_acc = 0.9753 
Epoch 24:  loss = 5.4524,  acc = 0.9789,  val_loss = 5.4727,  val_acc = 0.8956 
Epoch 25:  loss = 5.0309,  acc = 0.9945,  val_loss = 7.4274,  val_acc = 0.3235 
Epoch 26:  loss = 4.7170,  acc = 0.9806,  val_loss = 4.9077,  val_acc = 0.8474 
Epoch 27:  loss = 4.3917,  acc = 0.9821,  val_loss = 6.2019,  val_acc = 0.3462 
Epoch 28:  loss = 4.0500,  acc = 0.9964,  val_loss = 4.0363,  val_acc = 0.9512 
Epoch 29:  loss = 3.7652,  acc = 0.9974,  val_loss = 3.6772,  val_acc = 0.9802 
Epoch 30:  loss = 3.5979,  acc = 0.9992,  val_loss = 3.5744,  val_acc = 0.9984 
Epoch 31:  loss = 3.5453,  acc = 0.9994,  val_loss = 3.5227,  val_acc = 0.9983 
Epoch 32:  loss = 3.4941,  acc = 0.9995,  val_loss = 3.4889,  val_acc = 0.9917 
Epoch 33:  loss = 3.4436,  acc = 0.9996,  val_loss = 3.4216,  val_acc = 0.9989 
Epoch 34:  loss = 3.3942,  acc = 0.9995,  val_loss = 3.7836,  val_acc = 0.8495 
Epoch 35:  loss = 3.3452,  acc = 0.9997,  val_loss = 3.3257,  val_acc = 0.9980 
Epoch 36:  loss = 3.2970,  acc = 0.9996,  val_loss = 3.2767,  val_acc = 0.9987 
Epoch 37:  loss = 3.2496,  acc = 0.9998,  val_loss = 3.3074,  val_acc = 0.9692 
Epoch 38:  loss = 3.2030,  acc = 0.9998,  val_loss = 3.1984,  val_acc = 0.9938 
Epoch 39:  loss = 3.1570,  acc = 0.9998,  val_loss = 3.1394,  val_acc = 0.9985 
Epoch 40:  loss = 3.1118,  acc = 0.9997,  val_loss = 3.1375,  val_acc = 0.9825 
Epoch 41:  loss = 3.0670,  acc = 0.9998,  val_loss = 3.0478,  val_acc = 0.9987 
Epoch 42:  loss = 3.0235,  acc = 0.9997,  val_loss = 3.0629,  val_acc = 0.9774 
Epoch 43:  loss = 2.9800,  acc = 0.9998,  val_loss = 3.7434,  val_acc = 0.7394 
Epoch 44:  loss = 2.9374,  acc = 0.9997,  val_loss = 2.9198,  val_acc = 0.9987 
Epoch 45:  loss = 2.8953,  acc = 0.9998,  val_loss = 2.8797,  val_acc = 0.9982 
Epoch 46:  loss = 2.8539,  acc = 0.9998,  val_loss = 2.8358,  val_acc = 0.9988 
Epoch 47:  loss = 2.8132,  acc = 0.9998,  val_loss = 2.9350,  val_acc = 0.9451 
Epoch 48:  loss = 2.7730,  acc = 0.9998,  val_loss = 2.7593,  val_acc = 0.9981 
Epoch 49:  loss = 2.7334,  acc = 0.9998,  val_loss = 2.9400,  val_acc = 0.9122 
Epoch 50:  loss = 2.6946,  acc = 0.9998,  val_loss = 2.6836,  val_acc = 0.9981 
Epoch 51:  loss = 2.6563,  acc = 0.9999,  val_loss = 2.6403,  val_acc = 0.9992 
Epoch 52:  loss = 2.6183,  acc = 0.9999,  val_loss = 2.6115,  val_acc = 0.9966 
Epoch 53:  loss = 2.5810,  acc = 0.9999,  val_loss = 2.5891,  val_acc = 0.9912 
Epoch 54:  loss = 2.5444,  acc = 0.9999,  val_loss = 2.9179,  val_acc = 0.8473 
Epoch 55:  loss = 2.5082,  acc = 0.9999,  val_loss = 2.5037,  val_acc = 0.9960 
Epoch 56:  loss = 2.4742,  acc = 0.9995,  val_loss = 2.4603,  val_acc = 0.9982 
Epoch 57:  loss = 2.4382,  acc = 0.9998,  val_loss = 2.4757,  val_acc = 0.9808 
Epoch 58:  loss = 2.4031,  acc = 0.9999,  val_loss = 2.3886,  val_acc = 0.9992 
Epoch 59:  loss = 2.3692,  acc = 0.9999,  val_loss = 2.3815,  val_acc = 0.9893 
Epoch 60:  loss = 2.3485,  acc = 1.0000,  val_loss = 2.3486,  val_acc = 0.9989 
Epoch 61:  loss = 2.3418,  acc = 1.0000,  val_loss = 2.3423,  val_acc = 0.9992 
Epoch 62:  loss = 2.3351,  acc = 1.0000,  val_loss = 2.3382,  val_acc = 0.9981 
Epoch 63:  loss = 2.3285,  acc = 1.0000,  val_loss = 2.3290,  val_acc = 0.9986 
Epoch 64:  loss = 2.3218,  acc = 1.0000,  val_loss = 2.3272,  val_acc = 0.9972 
Epoch 65:  loss = 2.3152,  acc = 1.0000,  val_loss = 2.3156,  val_acc = 0.9987 
Epoch 66:  loss = 2.3086,  acc = 1.0000,  val_loss = 2.3085,  val_acc = 0.9994 
Epoch 67:  loss = 2.3020,  acc = 1.0000,  val_loss = 2.3006,  val_acc = 0.9995 
Epoch 68:  loss = 2.2955,  acc = 1.0000,  val_loss = 2.2948,  val_acc = 0.9991 
Epoch 69:  loss = 2.2889,  acc = 1.0000,  val_loss = 2.2904,  val_acc = 0.9983 
Epoch 70:  loss = 2.2824,  acc = 1.0000,  val_loss = 2.2840,  val_acc = 0.9986 
Epoch 71:  loss = 2.2760,  acc = 1.0000,  val_loss = 2.2897,  val_acc = 0.9950 
Epoch 72:  loss = 2.2695,  acc = 1.0000,  val_loss = 2.2719,  val_acc = 0.9982 
Epoch 73:  loss = 2.2631,  acc = 1.0000,  val_loss = 2.2616,  val_acc = 0.9995 
Epoch 74:  loss = 2.2566,  acc = 1.0000,  val_loss = 2.2564,  val_acc = 0.9991 
Epoch 75:  loss = 2.2502,  acc = 1.0000,  val_loss = 2.2522,  val_acc = 0.9982 
Epoch 76:  loss = 2.2438,  acc = 1.0000,  val_loss = 2.2749,  val_acc = 0.9887 
Epoch 77:  loss = 2.2374,  acc = 1.0000,  val_loss = 2.2375,  val_acc = 0.9988 
Epoch 78:  loss = 2.2310,  acc = 1.0000,  val_loss = 2.2297,  val_acc = 0.9996 
Epoch 79:  loss = 2.2247,  acc = 1.0000,  val_loss = 2.2236,  val_acc = 0.9995 
Epoch 80:  loss = 2.2209,  acc = 1.0000,  val_loss = 2.2220,  val_acc = 0.9996 
Epoch 81:  loss = 2.2196,  acc = 1.0000,  val_loss = 2.2209,  val_acc = 0.9995 
Epoch 82:  loss = 2.2183,  acc = 1.0000,  val_loss = 2.2195,  val_acc = 0.9996 
Epoch 83:  loss = 2.2171,  acc = 1.0000,  val_loss = 2.2182,  val_acc = 0.9995 
Epoch 84:  loss = 2.2158,  acc = 1.0000,  val_loss = 2.2170,  val_acc = 0.9996 
Epoch 85:  loss = 2.2146,  acc = 1.0000,  val_loss = 2.2158,  val_acc = 0.9995 
Epoch 86:  loss = 2.2133,  acc = 1.0000,  val_loss = 2.2146,  val_acc = 0.9996 
Epoch 87:  loss = 2.2120,  acc = 1.0000,  val_loss = 2.2132,  val_acc = 0.9996 
Epoch 88:  loss = 2.2108,  acc = 1.0000,  val_loss = 2.2119,  val_acc = 0.9996 
Epoch 89:  loss = 2.2095,  acc = 1.0000,  val_loss = 2.2111,  val_acc = 0.9994 
Epoch 90:  loss = 2.2083,  acc = 1.0000,  val_loss = 2.2095,  val_acc = 0.9996 
Epoch 91:  loss = 2.2070,  acc = 1.0000,  val_loss = 2.2082,  val_acc = 0.9996 
Epoch 92:  loss = 2.2058,  acc = 1.0000,  val_loss = 2.2069,  val_acc = 0.9996 
Epoch 93:  loss = 2.2045,  acc = 1.0000,  val_loss = 2.2057,  val_acc = 0.9995 
Epoch 94:  loss = 2.2032,  acc = 1.0000,  val_loss = 2.2044,  val_acc = 0.9996 
Epoch 95:  loss = 2.2020,  acc = 1.0000,  val_loss = 2.2032,  val_acc = 0.9995 
Epoch 96:  loss = 2.2007,  acc = 1.0000,  val_loss = 2.2019,  val_acc = 0.9996 
Epoch 97:  loss = 2.1995,  acc = 1.0000,  val_loss = 2.2008,  val_acc = 0.9995 
Epoch 98:  loss = 2.1982,  acc = 1.0000,  val_loss = 2.1994,  val_acc = 0.9995 
Epoch 99:  loss = 2.1970,  acc = 1.0000,  val_loss = 2.1982,  val_acc = 0.9995 
