Epoch 61:  loss = 0.3140,  acc = 0.9999,  val_loss = 0.9733,  val_acc = 0.7845 
Epoch 62:  loss = 0.3150,  acc = 1.0000,  val_loss = 0.9648,  val_acc = 0.7867 
Epoch 63:  loss = 0.3130,  acc = 1.0000,  val_loss = 0.9660,  val_acc = 0.7863 
Epoch 64:  loss = 0.3114,  acc = 1.0000,  val_loss = 0.9669,  val_acc = 0.7846 
Epoch 65:  loss = 0.3125,  acc = 1.0000,  val_loss = 0.9658,  val_acc = 0.7844 
Epoch 66:  loss = 0.3110,  acc = 1.0000,  val_loss = 0.9634,  val_acc = 0.7849 
Epoch 67:  loss = 0.3106,  acc = 1.0000,  val_loss = 0.9643,  val_acc = 0.7855 
Epoch 68:  loss = 0.3110,  acc = 1.0000,  val_loss = 0.9608,  val_acc = 0.7864 
Epoch 69:  loss = 0.3096,  acc = 1.0000,  val_loss = 0.9617,  val_acc = 0.7862 
Epoch 70:  loss = 0.3095,  acc = 1.0000,  val_loss = 0.9622,  val_acc = 0.7859 
Epoch 71:  loss = 0.3088,  acc = 1.0000,  val_loss = 0.9629,  val_acc = 0.7860 
Epoch 72:  loss = 0.3088,  acc = 1.0000,  val_loss = 0.9611,  val_acc = 0.7847 
Epoch 73:  loss = 0.3089,  acc = 1.0000,  val_loss = 0.9618,  val_acc = 0.7873 
Epoch 74:  loss = 0.3069,  acc = 1.0000,  val_loss = 0.9614,  val_acc = 0.7852 
Epoch 75:  loss = 0.3066,  acc = 1.0000,  val_loss = 0.9628,  val_acc = 0.7867 
Epoch 76:  loss = 0.3072,  acc = 1.0000,  val_loss = 0.9601,  val_acc = 0.7845 
Epoch 77:  loss = 0.3072,  acc = 1.0000,  val_loss = 0.9595,  val_acc = 0.7852 
Epoch 78:  loss = 0.3077,  acc = 1.0000,  val_loss = 0.9705,  val_acc = 0.7828 
Epoch 79:  loss = 0.3058,  acc = 1.0000,  val_loss = 0.9610,  val_acc = 0.7858 
Epoch 80:  loss = 0.3070,  acc = 1.0000,  val_loss = 0.9657,  val_acc = 0.7827 
Epoch 81:  loss = 0.3058,  acc = 1.0000,  val_loss = 0.9610,  val_acc = 0.7841 
Epoch 82:  loss = 0.3056,  acc = 1.0000,  val_loss = 0.9609,  val_acc = 0.7848 
Epoch 83:  loss = 0.3054,  acc = 1.0000,  val_loss = 0.9621,  val_acc = 0.7842 
Epoch 84:  loss = 0.3053,  acc = 1.0000,  val_loss = 0.9604,  val_acc = 0.7847 
Epoch 85:  loss = 0.3045,  acc = 1.0000,  val_loss = 0.9606,  val_acc = 0.7843 
Epoch 86:  loss = 0.3053,  acc = 1.0000,  val_loss = 0.9604,  val_acc = 0.7852 
Epoch 87:  loss = 0.3073,  acc = 1.0000,  val_loss = 0.9593,  val_acc = 0.7865 
Epoch 88:  loss = 0.3057,  acc = 1.0000,  val_loss = 0.9611,  val_acc = 0.7844 
Epoch 89:  loss = 0.3060,  acc = 1.0000,  val_loss = 0.9604,  val_acc = 0.7845 
Epoch 90:  loss = 0.3053,  acc = 1.0000,  val_loss = 0.9618,  val_acc = 0.7866 
Epoch 91:  loss = 0.3045,  acc = 1.0000,  val_loss = 0.9586,  val_acc = 0.7855 
Epoch 92:  loss = 0.3044,  acc = 1.0000,  val_loss = 0.9595,  val_acc = 0.7859 
Epoch 93:  loss = 0.3045,  acc = 1.0000,  val_loss = 0.9583,  val_acc = 0.7868 
Epoch 94:  loss = 0.3053,  acc = 1.0000,  val_loss = 0.9603,  val_acc = 0.7879 
Epoch 95:  loss = 0.3044,  acc = 1.0000,  val_loss = 0.9585,  val_acc = 0.7866 
Epoch 96:  loss = 0.3059,  acc = 1.0000,  val_loss = 0.9606,  val_acc = 0.7848 
Epoch 97:  loss = 0.3037,  acc = 1.0000,  val_loss = 0.9605,  val_acc = 0.7859 
Epoch 98:  loss = 0.3044,  acc = 1.0000,  val_loss = 0.9625,  val_acc = 0.7845 
Epoch 99:  loss = 0.3045,  acc = 1.0000,  val_loss = 0.9584,  val_acc = 0.7852 
