Epoch 0:  loss = 12.0527,  acc = 0.1089,  val_loss = 2.3411,  val_acc = 0.1111 
Epoch 1:  loss = 2.3049,  acc = 0.1087,  val_loss = 2.2987,  val_acc = 0.1111 
Epoch 2:  loss = 2.2992,  acc = 0.1104,  val_loss = 2.2986,  val_acc = 0.1111 
Epoch 3:  loss = 2.2992,  acc = 0.1106,  val_loss = 2.2984,  val_acc = 0.1111 
Epoch 4:  loss = 2.2992,  acc = 0.1096,  val_loss = 2.2985,  val_acc = 0.1111 
Epoch 5:  loss = 2.2991,  acc = 0.1085,  val_loss = 2.2991,  val_acc = 0.1111 
Epoch 6:  loss = 2.2992,  acc = 0.1106,  val_loss = 2.2987,  val_acc = 0.1111 
Epoch 7:  loss = 2.2992,  acc = 0.1115,  val_loss = 2.2987,  val_acc = 0.1111 
Epoch 8:  loss = 2.2992,  acc = 0.1095,  val_loss = 2.2987,  val_acc = 0.1111 
Epoch 9:  loss = 2.2993,  acc = 0.1098,  val_loss = 2.2988,  val_acc = 0.1111 
Epoch 10:  loss = 2.2992,  acc = 0.1082,  val_loss = 2.2986,  val_acc = 0.1111 
Epoch 11:  loss = 2.2993,  acc = 0.1069,  val_loss = 2.2985,  val_acc = 0.1111 
Epoch 12:  loss = 2.2992,  acc = 0.1113,  val_loss = 2.2986,  val_acc = 0.1111 
Epoch 13:  loss = 2.2992,  acc = 0.1103,  val_loss = 2.2988,  val_acc = 0.1111 
Epoch 14:  loss = 2.2993,  acc = 0.1118,  val_loss = 2.2989,  val_acc = 0.1111 
Epoch 15:  loss = 2.2994,  acc = 0.1092,  val_loss = 2.2985,  val_acc = 0.1111 
Epoch 16:  loss = 2.2992,  acc = 0.1083,  val_loss = 2.2985,  val_acc = 0.1111 
Epoch 17:  loss = 2.2993,  acc = 0.1068,  val_loss = 2.2985,  val_acc = 0.1111 
Epoch 18:  loss = 2.2992,  acc = 0.1125,  val_loss = 2.2990,  val_acc = 0.1111 
Epoch 19:  loss = 2.2992,  acc = 0.1108,  val_loss = 2.2989,  val_acc = 0.1111 
Epoch 20:  loss = 2.2992,  acc = 0.1104,  val_loss = 2.2987,  val_acc = 0.1111 
Epoch 21:  loss = 2.2991,  acc = 0.1101,  val_loss = 2.2985,  val_acc = 0.1111 
Epoch 22:  loss = 2.2992,  acc = 0.1104,  val_loss = 2.2987,  val_acc = 0.1111 
Epoch 23:  loss = 2.2992,  acc = 0.1101,  val_loss = 2.2986,  val_acc = 0.1111 
Epoch 24:  loss = 2.2992,  acc = 0.1101,  val_loss = 2.2988,  val_acc = 0.1111 
Epoch 25:  loss = 2.2992,  acc = 0.1094,  val_loss = 2.2988,  val_acc = 0.1111 
Epoch 26:  loss = 2.2992,  acc = 0.1076,  val_loss = 2.2985,  val_acc = 0.1111 
Epoch 27:  loss = 2.2992,  acc = 0.1086,  val_loss = 2.2990,  val_acc = 0.1111 
Epoch 28:  loss = 2.2993,  acc = 0.1103,  val_loss = 2.2985,  val_acc = 0.1111 
Epoch 29:  loss = 2.2993,  acc = 0.1115,  val_loss = 2.2985,  val_acc = 0.1111 
Epoch 30:  loss = 2.2989,  acc = 0.1092,  val_loss = 2.2985,  val_acc = 0.1111 
Epoch 31:  loss = 2.2989,  acc = 0.1085,  val_loss = 2.2985,  val_acc = 0.1111 
Epoch 32:  loss = 2.2989,  acc = 0.1095,  val_loss = 2.2985,  val_acc = 0.1111 
Epoch 33:  loss = 2.2989,  acc = 0.1037,  val_loss = 2.2984,  val_acc = 0.1111 
Epoch 34:  loss = 2.2989,  acc = 0.1091,  val_loss = 2.2984,  val_acc = 0.1111 
Epoch 35:  loss = 2.2989,  acc = 0.1086,  val_loss = 2.2984,  val_acc = 0.1111 
Epoch 36:  loss = 2.2989,  acc = 0.1069,  val_loss = 2.2984,  val_acc = 0.1111 
