Epoch 0:  loss = 21.5054,  acc = 0.7312,  val_loss = 20.7049,  val_acc = 0.7606 
Epoch 1:  loss = 19.8907,  acc = 0.8188,  val_loss = 19.2320,  val_acc = 0.8198 
Epoch 2:  loss = 18.5467,  acc = 0.8471,  val_loss = 18.0452,  val_acc = 0.8069 
Epoch 3:  loss = 17.3036,  acc = 0.8758,  val_loss = 16.8707,  val_acc = 0.8209 
Epoch 4:  loss = 16.1556,  acc = 0.8913,  val_loss = 15.7553,  val_acc = 0.8391 
Epoch 5:  loss = 15.0978,  acc = 0.9029,  val_loss = 14.8007,  val_acc = 0.8285 
Epoch 6:  loss = 14.0974,  acc = 0.9217,  val_loss = 14.2334,  val_acc = 0.7578 
Epoch 7:  loss = 13.1788,  acc = 0.9299,  val_loss = 12.9961,  val_acc = 0.8383 
Epoch 8:  loss = 12.3120,  acc = 0.9419,  val_loss = 12.2363,  val_acc = 0.8244 
Epoch 9:  loss = 11.5074,  acc = 0.9531,  val_loss = 11.3940,  val_acc = 0.8524 
Epoch 10:  loss = 10.7584,  acc = 0.9616,  val_loss = 10.7321,  val_acc = 0.8424 
Epoch 11:  loss = 10.0662,  acc = 0.9643,  val_loss = 10.0925,  val_acc = 0.8246 
Epoch 12:  loss = 9.4256,  acc = 0.9648,  val_loss = 9.6654,  val_acc = 0.7776 
Epoch 13:  loss = 8.8125,  acc = 0.9712,  val_loss = 9.2111,  val_acc = 0.7530 
Epoch 14:  loss = 8.2451,  acc = 0.9753,  val_loss = 8.6460,  val_acc = 0.7494 
Epoch 15:  loss = 7.7233,  acc = 0.9772,  val_loss = 8.0273,  val_acc = 0.7861 
Epoch 16:  loss = 7.2280,  acc = 0.9805,  val_loss = 7.3561,  val_acc = 0.8511 
Epoch 17:  loss = 6.7730,  acc = 0.9811,  val_loss = 6.9191,  val_acc = 0.8476 
Epoch 18:  loss = 6.3395,  acc = 0.9835,  val_loss = 6.4511,  val_acc = 0.8667 
Epoch 19:  loss = 5.9407,  acc = 0.9839,  val_loss = 6.2843,  val_acc = 0.8041 
Epoch 20:  loss = 5.5718,  acc = 0.9828,  val_loss = 5.7083,  val_acc = 0.8698 
Epoch 21:  loss = 5.2274,  acc = 0.9843,  val_loss = 5.6175,  val_acc = 0.7894 
Epoch 22:  loss = 4.9051,  acc = 0.9846,  val_loss = 5.0305,  val_acc = 0.8791 
Epoch 23:  loss = 4.6016,  acc = 0.9848,  val_loss = 5.4130,  val_acc = 0.6717 
Epoch 24:  loss = 4.3218,  acc = 0.9847,  val_loss = 4.5075,  val_acc = 0.8661 
Epoch 25:  loss = 4.0526,  acc = 0.9871,  val_loss = 4.5715,  val_acc = 0.7987 
Epoch 26:  loss = 3.8081,  acc = 0.9876,  val_loss = 4.0623,  val_acc = 0.8604 
Epoch 27:  loss = 3.5840,  acc = 0.9864,  val_loss = 4.4861,  val_acc = 0.7219 
Epoch 28:  loss = 3.3634,  acc = 0.9884,  val_loss = 3.8362,  val_acc = 0.8211 
Epoch 29:  loss = 3.1524,  acc = 0.9914,  val_loss = 3.4590,  val_acc = 0.8554 
Epoch 30:  loss = 3.0114,  acc = 0.9981,  val_loss = 3.2156,  val_acc = 0.9169 
Epoch 31:  loss = 2.9692,  acc = 0.9988,  val_loss = 3.1732,  val_acc = 0.9178 
Epoch 32:  loss = 2.9299,  acc = 0.9988,  val_loss = 3.1352,  val_acc = 0.9174 
Epoch 33:  loss = 2.8929,  acc = 0.9988,  val_loss = 3.0973,  val_acc = 0.9183 
Epoch 34:  loss = 2.8556,  acc = 0.9989,  val_loss = 3.0701,  val_acc = 0.9189 
Epoch 35:  loss = 2.8200,  acc = 0.9987,  val_loss = 3.0269,  val_acc = 0.9200 
Epoch 36:  loss = 2.7841,  acc = 0.9991,  val_loss = 2.9936,  val_acc = 0.9193 
Epoch 37:  loss = 2.7496,  acc = 0.9991,  val_loss = 2.9818,  val_acc = 0.9085 
Epoch 38:  loss = 2.7138,  acc = 0.9994,  val_loss = 2.9241,  val_acc = 0.9209 
Epoch 39:  loss = 2.6798,  acc = 0.9992,  val_loss = 2.8871,  val_acc = 0.9191 
Epoch 40:  loss = 2.6461,  acc = 0.9992,  val_loss = 2.8580,  val_acc = 0.9174 
Epoch 41:  loss = 2.6131,  acc = 0.9988,  val_loss = 2.8308,  val_acc = 0.9183 
Epoch 42:  loss = 2.5797,  acc = 0.9993,  val_loss = 2.7893,  val_acc = 0.9211 
Epoch 43:  loss = 2.5487,  acc = 0.9993,  val_loss = 2.7724,  val_acc = 0.9174 
Epoch 44:  loss = 2.5172,  acc = 0.9993,  val_loss = 2.7298,  val_acc = 0.9198 
Epoch 45:  loss = 2.4848,  acc = 0.9994,  val_loss = 2.6949,  val_acc = 0.9202 
Epoch 46:  loss = 2.4553,  acc = 0.9991,  val_loss = 2.6727,  val_acc = 0.9185 
Epoch 47:  loss = 2.4243,  acc = 0.9994,  val_loss = 2.6313,  val_acc = 0.9183 
Epoch 48:  loss = 2.3940,  acc = 0.9994,  val_loss = 2.6065,  val_acc = 0.9202 
