Epoch 0:  loss = 7.1970,  acc = 0.5476,  val_loss = 6.7831,  val_acc = 0.6215 
Epoch 1:  loss = 6.4200,  acc = 0.6992,  val_loss = 6.2993,  val_acc = 0.6717 
Epoch 2:  loss = 5.9240,  acc = 0.7581,  val_loss = 5.9256,  val_acc = 0.6851 
Epoch 3:  loss = 5.4920,  acc = 0.8055,  val_loss = 5.5927,  val_acc = 0.6986 
Epoch 4:  loss = 5.1017,  acc = 0.8459,  val_loss = 5.2879,  val_acc = 0.7047 
Epoch 5:  loss = 4.7450,  acc = 0.8794,  val_loss = 5.0079,  val_acc = 0.7077 
Epoch 6:  loss = 4.4156,  acc = 0.9116,  val_loss = 4.7584,  val_acc = 0.7106 
Epoch 7:  loss = 4.1140,  acc = 0.9358,  val_loss = 4.5315,  val_acc = 0.7086 
Epoch 8:  loss = 3.8372,  acc = 0.9568,  val_loss = 4.3184,  val_acc = 0.7125 
Epoch 9:  loss = 3.5814,  acc = 0.9723,  val_loss = 4.1221,  val_acc = 0.7115 
Epoch 10:  loss = 3.3457,  acc = 0.9833,  val_loss = 3.9730,  val_acc = 0.7030 
Epoch 11:  loss = 3.1311,  acc = 0.9913,  val_loss = 3.8031,  val_acc = 0.6992 
Epoch 12:  loss = 2.9334,  acc = 0.9953,  val_loss = 3.6107,  val_acc = 0.7038 
Epoch 13:  loss = 2.7521,  acc = 0.9973,  val_loss = 3.4893,  val_acc = 0.6971 
Epoch 14:  loss = 2.5833,  acc = 0.9985,  val_loss = 3.3306,  val_acc = 0.6946 
Epoch 15:  loss = 2.4271,  acc = 0.9992,  val_loss = 3.1628,  val_acc = 0.7091 
Epoch 16:  loss = 2.2821,  acc = 0.9997,  val_loss = 3.0674,  val_acc = 0.7001 
Epoch 17:  loss = 2.1486,  acc = 0.9996,  val_loss = 2.9309,  val_acc = 0.7091 
Epoch 18:  loss = 2.0236,  acc = 0.9998,  val_loss = 2.8830,  val_acc = 0.6864 
Epoch 19:  loss = 1.9062,  acc = 0.9998,  val_loss = 2.7239,  val_acc = 0.7015 
Epoch 20:  loss = 1.7977,  acc = 0.9998,  val_loss = 2.6183,  val_acc = 0.6992 
Epoch 21:  loss = 1.6948,  acc = 0.9999,  val_loss = 2.5194,  val_acc = 0.7053 
Epoch 22:  loss = 1.6003,  acc = 1.0000,  val_loss = 2.4396,  val_acc = 0.6977 
Epoch 23:  loss = 1.5126,  acc = 0.9998,  val_loss = 2.3449,  val_acc = 0.7011 
Epoch 24:  loss = 1.4294,  acc = 1.0000,  val_loss = 2.2946,  val_acc = 0.6979 
Epoch 25:  loss = 1.3520,  acc = 1.0000,  val_loss = 2.2197,  val_acc = 0.6959 
Epoch 26:  loss = 1.2798,  acc = 0.9999,  val_loss = 2.1482,  val_acc = 0.6967 
Epoch 27:  loss = 1.2162,  acc = 0.9995,  val_loss = 2.1170,  val_acc = 0.6834 
Epoch 28:  loss = 1.1491,  acc = 1.0000,  val_loss = 2.0335,  val_acc = 0.6966 
Epoch 29:  loss = 1.0911,  acc = 0.9999,  val_loss = 2.0320,  val_acc = 0.6833 
Epoch 30:  loss = 1.0487,  acc = 1.0000,  val_loss = 1.9268,  val_acc = 0.7062 
Epoch 31:  loss = 1.0358,  acc = 1.0000,  val_loss = 1.9166,  val_acc = 0.7056 
Epoch 32:  loss = 1.0244,  acc = 1.0000,  val_loss = 1.9046,  val_acc = 0.7045 
Epoch 33:  loss = 1.0125,  acc = 1.0000,  val_loss = 1.8961,  val_acc = 0.7041 
Epoch 34:  loss = 1.0019,  acc = 1.0000,  val_loss = 1.8854,  val_acc = 0.7042 
Epoch 35:  loss = 0.9914,  acc = 1.0000,  val_loss = 1.8739,  val_acc = 0.7063 
Epoch 36:  loss = 0.9809,  acc = 1.0000,  val_loss = 1.8707,  val_acc = 0.7020 
Epoch 37:  loss = 0.9705,  acc = 1.0000,  val_loss = 1.8550,  val_acc = 0.7061 
Epoch 38:  loss = 0.9606,  acc = 1.0000,  val_loss = 1.8465,  val_acc = 0.7017 
Epoch 39:  loss = 0.9507,  acc = 1.0000,  val_loss = 1.8364,  val_acc = 0.7049 
Epoch 40:  loss = 0.9404,  acc = 1.0000,  val_loss = 1.8307,  val_acc = 0.7036 
Epoch 41:  loss = 0.9306,  acc = 1.0000,  val_loss = 1.8182,  val_acc = 0.7050 
Epoch 42:  loss = 0.9216,  acc = 1.0000,  val_loss = 1.8098,  val_acc = 0.7039 
Epoch 43:  loss = 0.9119,  acc = 1.0000,  val_loss = 1.8051,  val_acc = 0.7025 
Epoch 44:  loss = 0.9026,  acc = 1.0000,  val_loss = 1.7900,  val_acc = 0.7044 
Epoch 45:  loss = 0.8933,  acc = 1.0000,  val_loss = 1.7866,  val_acc = 0.7000 
Epoch 46:  loss = 0.8847,  acc = 1.0000,  val_loss = 1.7747,  val_acc = 0.7031 
Epoch 47:  loss = 0.8759,  acc = 1.0000,  val_loss = 1.7666,  val_acc = 0.7031 
Epoch 48:  loss = 0.8665,  acc = 1.0000,  val_loss = 1.7581,  val_acc = 0.7037 
Epoch 49:  loss = 0.8579,  acc = 1.0000,  val_loss = 1.7487,  val_acc = 0.7024 
Epoch 50:  loss = 0.8492,  acc = 1.0000,  val_loss = 1.7458,  val_acc = 0.7014 
Epoch 51:  loss = 0.8408,  acc = 1.0000,  val_loss = 1.7334,  val_acc = 0.7023 
Epoch 52:  loss = 0.8326,  acc = 1.0000,  val_loss = 1.7277,  val_acc = 0.7034 
Epoch 53:  loss = 0.8243,  acc = 1.0000,  val_loss = 1.7219,  val_acc = 0.7010 
Epoch 54:  loss = 0.8164,  acc = 1.0000,  val_loss = 1.7148,  val_acc = 0.7020 
Epoch 55:  loss = 0.8081,  acc = 1.0000,  val_loss = 1.7047,  val_acc = 0.7022 
Epoch 56:  loss = 0.8004,  acc = 1.0000,  val_loss = 1.6960,  val_acc = 0.7016 
Epoch 57:  loss = 0.7926,  acc = 1.0000,  val_loss = 1.6919,  val_acc = 0.7010 
Epoch 58:  loss = 0.7850,  acc = 1.0000,  val_loss = 1.6850,  val_acc = 0.7011 
Epoch 59:  loss = 0.7775,  acc = 1.0000,  val_loss = 1.6776,  val_acc = 0.7003 
Epoch 60:  loss = 0.7720,  acc = 1.0000,  val_loss = 1.6744,  val_acc = 0.7000 
Epoch 61:  loss = 0.7705,  acc = 1.0000,  val_loss = 1.6732,  val_acc = 0.7021 
Epoch 62:  loss = 0.7688,  acc = 1.0000,  val_loss = 1.6704,  val_acc = 0.7013 
Epoch 63:  loss = 0.7669,  acc = 1.0000,  val_loss = 1.6724,  val_acc = 0.7028 
Epoch 64:  loss = 0.7655,  acc = 1.0000,  val_loss = 1.6680,  val_acc = 0.7013 
Epoch 65:  loss = 0.7636,  acc = 1.0000,  val_loss = 1.6677,  val_acc = 0.6994 
Epoch 66:  loss = 0.7625,  acc = 1.0000,  val_loss = 1.6658,  val_acc = 0.7006 
Epoch 67:  loss = 0.7614,  acc = 1.0000,  val_loss = 1.6653,  val_acc = 0.7022 
Epoch 68:  loss = 0.7598,  acc = 1.0000,  val_loss = 1.6626,  val_acc = 0.7008 
Epoch 69:  loss = 0.7587,  acc = 1.0000,  val_loss = 1.6616,  val_acc = 0.7007 
Epoch 70:  loss = 0.7570,  acc = 1.0000,  val_loss = 1.6610,  val_acc = 0.7016 
Epoch 71:  loss = 0.7554,  acc = 1.0000,  val_loss = 1.6592,  val_acc = 0.7013 
Epoch 72:  loss = 0.7541,  acc = 1.0000,  val_loss = 1.6574,  val_acc = 0.7013 
Epoch 73:  loss = 0.7524,  acc = 1.0000,  val_loss = 1.6557,  val_acc = 0.7027 
Epoch 74:  loss = 0.7508,  acc = 1.0000,  val_loss = 1.6554,  val_acc = 0.7010 
Epoch 75:  loss = 0.7498,  acc = 1.0000,  val_loss = 1.6525,  val_acc = 0.7013 
Epoch 76:  loss = 0.7480,  acc = 1.0000,  val_loss = 1.6555,  val_acc = 0.6993 
Epoch 77:  loss = 0.7466,  acc = 1.0000,  val_loss = 1.6527,  val_acc = 0.7012 
Epoch 78:  loss = 0.7454,  acc = 1.0000,  val_loss = 1.6503,  val_acc = 0.7011 
Epoch 79:  loss = 0.7440,  acc = 1.0000,  val_loss = 1.6478,  val_acc = 0.7014 
Epoch 80:  loss = 0.7428,  acc = 1.0000,  val_loss = 1.6481,  val_acc = 0.7004 
Epoch 81:  loss = 0.7424,  acc = 1.0000,  val_loss = 1.6492,  val_acc = 0.7014 
Epoch 82:  loss = 0.7421,  acc = 1.0000,  val_loss = 1.6484,  val_acc = 0.6999 
Epoch 83:  loss = 0.7419,  acc = 1.0000,  val_loss = 1.6483,  val_acc = 0.6994 
Epoch 84:  loss = 0.7412,  acc = 1.0000,  val_loss = 1.6472,  val_acc = 0.7014 
Epoch 85:  loss = 0.7415,  acc = 1.0000,  val_loss = 1.6463,  val_acc = 0.7022 
Epoch 86:  loss = 0.7411,  acc = 1.0000,  val_loss = 1.6462,  val_acc = 0.7023 
Epoch 87:  loss = 0.7408,  acc = 1.0000,  val_loss = 1.6481,  val_acc = 0.6998 
Epoch 88:  loss = 0.7407,  acc = 1.0000,  val_loss = 1.6453,  val_acc = 0.7013 
Epoch 89:  loss = 0.7402,  acc = 1.0000,  val_loss = 1.6453,  val_acc = 0.7019 
Epoch 90:  loss = 0.7402,  acc = 1.0000,  val_loss = 1.6458,  val_acc = 0.7004 
Epoch 91:  loss = 0.7395,  acc = 1.0000,  val_loss = 1.6442,  val_acc = 0.7020 
Epoch 92:  loss = 0.7394,  acc = 1.0000,  val_loss = 1.6451,  val_acc = 0.7022 
Epoch 93:  loss = 0.7390,  acc = 1.0000,  val_loss = 1.6453,  val_acc = 0.7013 
Epoch 94:  loss = 0.7388,  acc = 1.0000,  val_loss = 1.6446,  val_acc = 0.7020 
Epoch 95:  loss = 0.7384,  acc = 1.0000,  val_loss = 1.6431,  val_acc = 0.7018 
Epoch 96:  loss = 0.7381,  acc = 1.0000,  val_loss = 1.6436,  val_acc = 0.7008 
Epoch 97:  loss = 0.7379,  acc = 1.0000,  val_loss = 1.6434,  val_acc = 0.7017 
Epoch 98:  loss = 0.7377,  acc = 1.0000,  val_loss = 1.6447,  val_acc = 0.7008 
Epoch 99:  loss = 0.7376,  acc = 1.0000,  val_loss = 1.6440,  val_acc = 0.6989 
